"","FileName","RawFileName","Keywords","Caption","ID","Q"
"1","Gal2023_DJIMini2_20230201_130107.MP4_00_03_55_vlc00001-1.jpg","Gal2023_DJIMini2_20230201_130107.MP4_00_03_55_vlc00001.png","cropped, ind1, male, top_stack","001","GAL2023_001",5
"2","Gal2023_DJIMini2_20230201_130107_120.120-2.jpg","Gal2023_DJIMini2_20230201_130107_120.120.png","cropped, ind1, male","001","GAL2023_001",3
"3","Gal2023_DJIMini2_20230201_130107_174.541-3.jpg","Gal2023_DJIMini2_20230201_130107_174.541.png","cropped, ind1, male","001","GAL2023_001",4
"4","Gal2023_DJIMini2_20230201_135502.MP4_00_03_26_vlc00002-4.jpg","Gal2023_DJIMini2_20230201_135502.MP4_00_03_26_vlc00002.png","cropped, ind1, male, top_stack","002","GAL2023_001",4
"5","Gal2023_DJIMini2_20230201_135502_244.377-5.jpg","Gal2023_DJIMini2_20230201_135502_244.377.png","cropped, ind1, male","002","GAL2023_001",4
"6","Gal2023_DJIMini2_20230201_135502_330.497-6.jpg","Gal2023_DJIMini2_20230201_135502_330.497.png","cropped, ind1, male, top_stack","002","GAL2023_001",4
"7","Gal2023_DJIMini2_20230201_154208.MP4_00_00_49_vlc00003-7.jpg","Gal2023_DJIMini2_20230201_154208.MP4_00_00_49_vlc00003.png","cropped, ind1, male, top_stack","003","GAL2023_001",3
"8","Gal2023_DJIMini2_20230201_154208_61.929-8.jpg","Gal2023_DJIMini2_20230201_154208_61.929.png","cropped, ind1, male, top_stack","003","GAL2023_001",3
"9","Gal2023_DJIMini2_20230201_182219.MP4_00_03_28_vlc00001-9.jpg","Gal2023_DJIMini2_20230201_182219.MP4_00_03_28_vlc00001.png","cropped, ind1, male, top_stack","004","GAL2023_002",3
"10","Gal2023_DJIMini2_20230201_182219_235.802-10.jpg","Gal2023_DJIMini2_20230201_182219_235.802.png","cropped, ind1, male","004","GAL2023_002",3
"11","Gal2023_DJIMini2_20230201_182219_67.568-11.jpg","Gal2023_DJIMini2_20230201_182219_67.568.png","cropped, ind1, male","004","GAL2023_002",3
"12","Gal2023_DJIMini2_20230208_084058_112.779-12.jpg","Gal2023_DJIMini2_20230208_084058_112.779.png","cropped, ind1, male","005","GAL2023_003",5
"13","Gal2023_DJIMini2_20230208_084058_138.005-13.jpg","Gal2023_DJIMini2_20230208_084058_138.005.png","cropped, ind1, male, top_stack","005","GAL2023_003",5
"14","Gal2023_DJIMini2_20230215_093319.MP4_00_01_39_vlc00002-14.jpg","Gal2023_DJIMini2_20230215_093319.MP4_00_01_39_vlc00002.png","cropped, ind1, top_stack","006","GAL2023_009",4
"15","Gal2023_DJIMini2_20230215_093319_107.574-15.jpg","Gal2023_DJIMini2_20230215_093319_107.574.png","cropped, ind1","006","GAL2023_009",3
"16","Gal2023_DJIMini2_20230215_093319_150.984-16.jpg","Gal2023_DJIMini2_20230215_093319_150.984.png","cropped, horizontal, ind1","006","GAL2023_009",4
"17","Gal2023_DJIMini2_20230215_094557.MP4_00_02_04_vlc00005-17.jpg","Gal2023_DJIMini2_20230215_094557.MP4_00_02_04_vlc00005.png","cropped, horizontal, ind1","007","GAL2023_011",3
"18","Gal2023_DJIMini2_20230215_094557.MP4_00_02_04_vlc00005-18.jpg","Gal2023_DJIMini2_20230215_094557.MP4_00_02_04_vlc00005.png","cropped, horizontal, ind2","008","GAL2023_063",2
"19","Gal2023_DJIMini2_20230215_094557_135.335-19.jpg","Gal2023_DJIMini2_20230215_094557_135.335.png","cropped, horizontal, ind1","007","GAL2023_011",4
"20","Gal2023_DJIMini2_20230215_094557_155.355-20.jpg","Gal2023_DJIMini2_20230215_094557_155.355.png","cropped, horizontal, ind1, multiple_whales","007","GAL2023_011",4
"21","Gal2023_DJIMini2_20230215_094557_155.355-21.jpg","Gal2023_DJIMini2_20230215_094557_155.355.png","cropped, horizontal, ind2, multiple_whales","008","GAL2023_063",3
"22","Gal2023_DJIMini2_20230215_094557_249.516-22.jpg","Gal2023_DJIMini2_20230215_094557_249.516.png","cropped, ind1, multiple_whales, top_stack","007","GAL2023_011",5
"23","Gal2023_DJIMini2_20230215_094557_249.516-23.jpg","Gal2023_DJIMini2_20230215_094557_249.516.png","cropped, ind2, multiple_whales, top_stack","008","GAL2023_063",3
"24","Gal2023_DJIMini2_20230215_094557_70.938-24.jpg","Gal2023_DJIMini2_20230215_094557_70.938.png","cropped, downward, ind1, multiple_whales","007","GAL2023_011",4
"25","Gal2023_DJIMini2_20230215_094557_70.938-25.jpg","Gal2023_DJIMini2_20230215_094557_70.938.png","ind2, multiple_whales","008","GAL2023_063",2
"26","Gal2023_DJIMini2_20230215_101509.MP4_00_06_40_vlc00001-26.jpg","Gal2023_DJIMini2_20230215_101509.MP4_00_06_40_vlc00001.png","cropped, ind1, top_stack","009","GAL2023_010",4
"27","Gal2023_DJIMini2_20230215_101509_271.905-27.jpg","Gal2023_DJIMini2_20230215_101509_271.905.png","cropped, ind1","009","GAL2023_010",3
"28","Gal2023_DJIMini2_20230215_145125.MP4_00_09_30_vlc00007-28.jpg","Gal2023_DJIMini2_20230215_145125.MP4_00_09_30_vlc00007.png","cropped, horizontal, ind1, multiple_whales","010","GAL2023_012",4
"29","Gal2023_DJIMini2_20230215_145125.MP4_00_09_30_vlc00007-29.jpg","Gal2023_DJIMini2_20230215_145125.MP4_00_09_30_vlc00007.png","cropped, horizontal, ind2, multiple_whales, top_stack","011","GAL2023_013",4
"30","Gal2023_DJIMini2_20230215_145125_367.767-30.jpg","Gal2023_DJIMini2_20230215_145125_367.767.png","cropped, horizontal, ind1, multiple_whales, top_stack","010","GAL2023_012",4
"31","Gal2023_DJIMini2_20230215_145125_489.756-31.jpg","Gal2023_DJIMini2_20230215_145125_489.756.png","cropped, horizontal, ind2","011","GAL2023_013",4
"32","Gal2023_DJIMini2_20230215_145125_542.509-32.jpg","Gal2023_DJIMini2_20230215_145125_542.509.png","cropped, horizontal, ind1, multiple_whales","010","GAL2023_012",3
"33","Gal2023_DJIMini2_20230215_145125_542.509-33.jpg","Gal2023_DJIMini2_20230215_145125_542.509.png","cropped, horizontal, ind2, multiple_whales","011","GAL2023_013",3
"34","Gal2023_DJIMini2_20230215_152449.MP4_00_03_05_vlc00003-34.jpg","Gal2023_DJIMini2_20230215_152449.MP4_00_03_05_vlc00003.png","cropped, ind1, multiple_whales","012","GAL2023_012",4
"35","Gal2023_DJIMini2_20230215_152449.MP4_00_03_05_vlc00003-35.jpg","Gal2023_DJIMini2_20230215_152449.MP4_00_03_05_vlc00003.png","cropped, ind2, multiple_whales","013","GAL2023_013",4
"36","Gal2023_DJIMini2_20230215_152449.MP4_00_06_54_vlc00005-36.jpg","Gal2023_DJIMini2_20230215_152449.MP4_00_06_54_vlc00005.png","cropped, ind1, multiple_whales","012","GAL2023_012",3
"37","Gal2023_DJIMini2_20230215_152449.MP4_00_06_54_vlc00005-37.jpg","Gal2023_DJIMini2_20230215_152449.MP4_00_06_54_vlc00005.png","cropped, ind2, multiple_whales","013","GAL2023_013",3
"38","Gal2023_DJIMini2_20230215_152449_230.330-38.jpg","Gal2023_DJIMini2_20230215_152449_230.330.png","cropped, ind1, multiple_whales","012","GAL2023_012",3
"39","Gal2023_DJIMini2_20230215_152449_230.330-39.jpg","Gal2023_DJIMini2_20230215_152449_230.330.png","cropped, ind2, multiple_whales, top_stack","013","GAL2023_013",4
"40","Gal2023_DJIMini2_20230215_152449_414.915-40.jpg","Gal2023_DJIMini2_20230215_152449_414.915.png","cropped, ind1, multiple_whales, top_stack","012","GAL2023_012",4
"41","Gal2023_DJIMini2_20230215_152449_414.915-41.jpg","Gal2023_DJIMini2_20230215_152449_414.915.png","cropped, ind2, multiple_whales","013","GAL2023_013",3
"42","Gal2023_DJIMini2_20230215_152449_445.612-42.jpg","Gal2023_DJIMini2_20230215_152449_445.612.png","cropped, ind1, multiple_whales","012","GAL2023_012",3
"43","Gal2023_DJIMini2_20230215_152449_445.612-43.jpg","Gal2023_DJIMini2_20230215_152449_445.612.png","cropped, ind2, multiple_whales, top_stack","013","GAL2023_013",3
"44","Gal2023_DJIMini2_20230215_155136_106.873-44.jpg","Gal2023_DJIMini2_20230215_155136_106.873.png","cropped, horizontal, ind1","014","GAL2023_014",4
"45","Gal2023_DJIMini2_20230215_155136_126.059-45.jpg","Gal2023_DJIMini2_20230215_155136_126.059.png","cropped, horizontal, ind1, top_stack","014","GAL2023_014",4
"46","Gal2023_DJIMini2_20230215_155136_88.689-46.jpg","Gal2023_DJIMini2_20230215_155136_88.689.png","cropped, ind1","014","GAL2023_014",3
"47","Gal2023_DJIMini2_20230215_174209_126.860-47.jpg","Gal2023_DJIMini2_20230215_174209_126.860.png","cropped, ind3, multiple_whales, top_stack","017","GAL2023_017",3
"48","Gal2023_DJIMini2_20230215_174209_130.163-48.jpg","Gal2023_DJIMini2_20230215_174209_130.163.png","cropped, ind1, multiple_whales, top_stack","015","GAL2023_016",3
"49","Gal2023_DJIMini2_20230215_174209_130.163-49.jpg","Gal2023_DJIMini2_20230215_174209_130.163.png","cropped, ind2, multiple_whales","016","GAL2023_015",3
"50","Gal2023_DJIMini2_20230215_174209_130.163-50.jpg","Gal2023_DJIMini2_20230215_174209_130.163.png","cropped, ind3, multiple_whales","017","GAL2023_017",3
"51","Gal2023_DJIMini2_20230215_174209_434.501-51.jpg","Gal2023_DJIMini2_20230215_174209_434.501.png","cropped, horizontal, ind2, top_stack","016","GAL2023_015",4
"52","Gal2023_DJIMini2_20230215_174209_58.258-52.jpg","Gal2023_DJIMini2_20230215_174209_58.258.png","cropped, ind1, multiple_whales","015","GAL2023_016",3
"53","Gal2023_DJIMini2_20230215_174209_73.874-53.jpg","Gal2023_DJIMini2_20230215_174209_73.874.png","cropped, ind3, multiple_whales","017","GAL2023_017",2
"54","Gal2023_DJIMini2_20230215_174209_96.763-54.jpg","Gal2023_DJIMini2_20230215_174209_96.763.png","cropped, ind1, multiple_whales","015","GAL2023_016",3
"55","Gal2023_DJIMini2_20230215_174209_96.763-55.jpg","Gal2023_DJIMini2_20230215_174209_96.763.png","cropped, ind2, multiple_whales","016","GAL2023_015",2
"56","Gal2023_DJIMini2_20230215_175516_271.705-56.jpg","Gal2023_DJIMini2_20230215_175516_271.705.png","cropped, horizontal, ind1, multiple_whales","018","GAL2023_015",3
"57","Gal2023_DJIMini2_20230215_175516_271.705-57.jpg","Gal2023_DJIMini2_20230215_175516_271.705.png","cropped, horizontal, ind2, multiple_whales","019","GAL2023_018",3
"58","Gal2023_DJIMini2_20230215_175516_272.472-58.jpg","Gal2023_DJIMini2_20230215_175516_272.472.png","cropped, horizontal, ind1, multiple_whales","018","GAL2023_015",3
"59","Gal2023_DJIMini2_20230215_175516_287.254-59.jpg","Gal2023_DJIMini2_20230215_175516_287.254.png","cropped, horizontal, ind2, multiple_whales","019","GAL2023_018",3
"60","Gal2023_DJIMini2_20230215_175516_300.867-60.jpg","Gal2023_DJIMini2_20230215_175516_300.867.png","cropped, horizontal, ind1, multiple_whales, top_stack","018","GAL2023_015",2
"61","Gal2023_DJIMini2_20230215_175516_318.185-61.jpg","Gal2023_DJIMini2_20230215_175516_318.185.png","cropped, horizontal, ind2, multiple_whales","019","GAL2023_018",3
"62","Gal2023_DJIMini2_20230216_093838_34.301-62.jpg","Gal2023_DJIMini2_20230216_093838_34.301.png","cropped, ind1, multiple_whales, top_stack","020","GAL2023_019",2
"63","Gal2023_DJIMini2_20230216_093838_34.301-63.jpg","Gal2023_DJIMini2_20230216_093838_34.301.png","cropped, ind2, multiple_whales","021","GAL2023_020",4
"64","Gal2023_DJIMini2_20230216_093838_37.571-64.jpg","Gal2023_DJIMini2_20230216_093838_37.571.png","cropped, ind1, multiple_whales","020","GAL2023_019",4
"65","Gal2023_DJIMini2_20230216_093838_37.571-65.jpg","Gal2023_DJIMini2_20230216_093838_37.571.png","cropped, ind2, multiple_whales, top_stack","021","GAL2023_020",4
"66","Gal2023_DJIMini2_20230217_150226_107.941-66.jpg","Gal2023_DJIMini2_20230217_150226_107.941.png","cropped, ind1, multiple_whales, top_stack","022",NA,1
"67","Gal2023_DJIMini2_20230217_150226_107.941-67.jpg","Gal2023_DJIMini2_20230217_150226_107.941.png","cropped, ind2, multiple_whales","023",NA,1
"68","Gal2023_DJIMini2_20230217_150226_107.941-68.jpg","Gal2023_DJIMini2_20230217_150226_107.941.png","cropped, ind3, multiple_whales","024",NA,1
"69","Gal2023_DJIMini2_20230217_150226_107.941-69.jpg","Gal2023_DJIMini2_20230217_150226_107.941.png","cropped, ind4, multiple_whales","025",NA,1
"70","Gal2023_DJIMini2_20230217_150226_85.986-70.jpg","Gal2023_DJIMini2_20230217_150226_85.986.png","cropped, ind1, multiple_whales","022",NA,1
"71","Gal2023_DJIMini2_20230217_150226_85.986-71.jpg","Gal2023_DJIMini2_20230217_150226_85.986.png","cropped, ind2, multiple_whales, top_stack","023",NA,1
"72","Gal2023_DJIMini2_20230217_150226_85.986-72.jpg","Gal2023_DJIMini2_20230217_150226_85.986.png","cropped, ind3, multiple_whales, top_stack","024",NA,1
"73","Gal2023_DJIMini2_20230217_150226_85.986-73.jpg","Gal2023_DJIMini2_20230217_150226_85.986.png","cropped, ind4, multiple_whales, top_stack","025",NA,1
"74","Gal2023_DJIMini2_20230217_150226_85.986-74.jpg","Gal2023_DJIMini2_20230217_150226_85.986.png","cropped, ind5, multiple_whales, top_stack","026",NA,1
"75","Gal2023_DJIMini2_20230217_152121_191.491-75.jpg","Gal2023_DJIMini2_20230217_152121_191.491.png","cropped, ind1, multiple_whales, top_stack","027",NA,2
"76","Gal2023_DJIMini2_20230217_152121_191.491-76.jpg","Gal2023_DJIMini2_20230217_152121_191.491.png","cropped, ind2, multiple_whales","028",NA,2
"77","Gal2023_DJIMini2_20230217_152121_195.662-77.jpg","Gal2023_DJIMini2_20230217_152121_195.662.png","cropped, ind1, multiple_whales","027",NA,2
"78","Gal2023_DJIMini2_20230217_152121_195.662-78.jpg","Gal2023_DJIMini2_20230217_152121_195.662.png","cropped, ind2, multiple_whales, top_stack","028",NA,2
"79","Gal2023_DJIMini2_20230217_152121_207.474-79.jpg","Gal2023_DJIMini2_20230217_152121_207.474.png","cropped, ind1, multiple_whales","027",NA,2
"80","Gal2023_DJIMini2_20230217_152121_207.474-80.jpg","Gal2023_DJIMini2_20230217_152121_207.474.png","cropped, ind2, multiple_whales","028",NA,2
"81","Gal2023_DJIMini2_20230217_152121_344.244-81.jpg","Gal2023_DJIMini2_20230217_152121_344.244.png","cropped, ind3, multiple_whales","029","GAL2023_021",3
"82","Gal2023_DJIMini2_20230217_152121_350.584-82.jpg","Gal2023_DJIMini2_20230217_152121_350.584.png","cropped, ind3, multiple_whales","029","GAL2023_021",4
"83","Gal2023_DJIMini2_20230217_152121_363.129-83.jpg","Gal2023_DJIMini2_20230217_152121_363.129.png","cropped, ind3, multiple_whales, top_stack","029","GAL2023_021",4
"84","Gal2023_DJIMini2_20230217_152121_378.445-84.jpg","Gal2023_DJIMini2_20230217_152121_378.445.png","cropped, ind4, multiple_whales, top_stack","030","GAL2023_022",4
"85","Gal2023_DJIMini2_20230217_152121_388.755-85.jpg","Gal2023_DJIMini2_20230217_152121_388.755.png","cropped, eyeball, ind4, multiple_whales","030","GAL2023_022",4
"86","Gal2023_DJIMini2_20230217_152121_405.572-86.jpg","Gal2023_DJIMini2_20230217_152121_405.572.png","cropped, ind4, multiple_whales","030","GAL2023_022",3
"87","Gal2023_DJIMini2_20230217_154240_278.411-87.jpg","Gal2023_DJIMini2_20230217_154240_278.411.png","cropped, ind1, multiple_whales","031",NA,2
"88","Gal2023_DJIMini2_20230217_154240_301.468-88.jpg","Gal2023_DJIMini2_20230217_154240_301.468.png","cropped, ind1, multiple_whales","031",NA,2
"89","Gal2023_DJIMini2_20230217_154240_338.672-89.jpg","Gal2023_DJIMini2_20230217_154240_338.672.png","cropped, ind1, multiple_whales, top_stack","031",NA,2
"90","Gal2023_DJIMini2_20230217_155721_488.355-90.jpg","Gal2023_DJIMini2_20230217_155721_488.355.png","cropped, ind1, multiple_whales","032","GAL2023_023",2
"91","Gal2023_DJIMini2_20230217_155721_488.355-91.jpg","Gal2023_DJIMini2_20230217_155721_488.355.png","cropped, ind2, multiple_whales","033",NA,2
"92","Gal2023_DJIMini2_20230217_155721_535.935-92.jpg","Gal2023_DJIMini2_20230217_155721_535.935.png","cropped, ind1, multiple_whales","032","GAL2023_023",4
"93","Gal2023_DJIMini2_20230217_155721_535.935-93.jpg","Gal2023_DJIMini2_20230217_155721_535.935.png","cropped, ind2, multiple_whales","033",NA,2
"94","Gal2023_DJIMini2_20230217_155721_548.281-94.jpg","Gal2023_DJIMini2_20230217_155721_548.281.png","cropped, ind1, multiple_whales, top_stack","032","GAL2023_023",4
"95","Gal2023_DJIMini2_20230217_155721_548.281-95.jpg","Gal2023_DJIMini2_20230217_155721_548.281.png","cropped, ind2, multiple_whales, top_stack","033",NA,2
"96","Gal2023_DJIMini2_20230217_161415_100.601-96.jpg","Gal2023_DJIMini2_20230217_161415_100.601.png","cropped, horizontal, ind1, multiple_whales","034",NA,1
"97","Gal2023_DJIMini2_20230217_161415_113.780-97.jpg","Gal2023_DJIMini2_20230217_161415_113.780.png","cropped, horizontal, ind2, multiple_whales, top_stack","035",NA,2
"98","Gal2023_DJIMini2_20230217_161415_147.514-98.jpg","Gal2023_DJIMini2_20230217_161415_147.514.png","cropped, horizontal, ind1, multiple_whales","034",NA,1
"99","Gal2023_DJIMini2_20230217_161415_177.577-99.jpg","Gal2023_DJIMini2_20230217_161415_177.577.png","cropped, horizontal, ind2, multiple_whales","035",NA,2
"100","Gal2023_DJIMini2_20230217_161415_194.261-100.jpg","Gal2023_DJIMini2_20230217_161415_194.261.png","cropped, horizontal, ind2, multiple_whales","035",NA,2
"101","Gal2023_DJIMini2_20230217_161415_295.295-101.jpg","Gal2023_DJIMini2_20230217_161415_295.295.png","cropped, horizontal, ind1, multiple_whales, top_stack","034",NA,2
"102","Gal2023_DJIMini2_20230217_161415_301.868-102.jpg","Gal2023_DJIMini2_20230217_161415_301.868.png","cropped, horizontal, ind3, multiple_whales","036","GAL2023_024",3
"103","Gal2023_DJIMini2_20230217_161415_317.651-103.jpg","Gal2023_DJIMini2_20230217_161415_317.651.png","cropped, horizontal, ind3, multiple_whales, top_stack","036","GAL2023_024",3
"104","Gal2023_DJIMini2_20230217_161415_327.460-104.jpg","Gal2023_DJIMini2_20230217_161415_327.460.png","cropped, horizontal, ind4, multiple_whales, top_stack","037",NA,2
"105","Gal2023_DJIMini2_20230217_161415_338.872-105.jpg","Gal2023_DJIMini2_20230217_161415_338.872.png","cropped, horizontal, ind3, multiple_whales","036","GAL2023_024",3
"106","Gal2023_DJIMini2_20230217_161415_338.872-106.jpg","Gal2023_DJIMini2_20230217_161415_338.872.png","cropped, horizontal, ind4, multiple_whales","037",NA,2
"107","Gal2023_DJIMini2_20230217_161415_464.297-107.jpg","Gal2023_DJIMini2_20230217_161415_464.297.png","cropped, ind4, multiple_whales","037",NA,1
"108","Gal2023_DJIMini2_20230217_161415_93.427-108.jpg","Gal2023_DJIMini2_20230217_161415_93.427.png","cropped, horizontal, ind1, multiple_whales","034",NA,1
"109","Gal2023_DJIMini2_20230217_163227_171.838-109.jpg","Gal2023_DJIMini2_20230217_163227_171.838.png","cropped, ind1, multiple_whales","038","GAL2023_025",2
"110","Gal2023_DJIMini2_20230217_163227_171.838-110.jpg","Gal2023_DJIMini2_20230217_163227_171.838.png","cropped, ind2, multiple_whales","039","GAL2023_026",3
"111","Gal2023_DJIMini2_20230217_163227_221.555-111.jpg","Gal2023_DJIMini2_20230217_163227_221.555.png","cropped, ind1, multiple_whales","038","GAL2023_025",1
"112","Gal2023_DJIMini2_20230217_163227_221.555-112.jpg","Gal2023_DJIMini2_20230217_163227_221.555.png","cropped, ind2, multiple_whales","039","GAL2023_026",1
"113","Gal2023_DJIMini2_20230217_163227_221.555-113.jpg","Gal2023_DJIMini2_20230217_163227_221.555.png","cropped, ind3, multiple_whales","040","GAL2023_027",1
"114","Gal2023_DJIMini2_20230217_163227_429.329-114.jpg","Gal2023_DJIMini2_20230217_163227_429.329.png","cropped, ind1, multiple_whales, top_stack","038","GAL2023_025",5
"115","Gal2023_DJIMini2_20230217_163227_429.329-115.jpg","Gal2023_DJIMini2_20230217_163227_429.329.png","cropped, ind3, multiple_whales","040","GAL2023_027",5
"116","Gal2023_DJIMini2_20230217_163227_437.737-116.jpg","Gal2023_DJIMini2_20230217_163227_437.737.png","cropped, ind2, multiple_whales, top_stack","039","GAL2023_026",4
"117","Gal2023_DJIMini2_20230217_163227_447.447-119.jpg","Gal2023_DJIMini2_20230217_163227_447.447.png","cropped, ind3, multiple_whales, top_stack","040","GAL2023_027",5
"118","Gal2023_DJIMini2_20230217_163227_66.934-117.jpg","Gal2023_DJIMini2_20230217_163227_66.934.png","cropped, ind1, multiple_whales","038","GAL2023_025",1
"119","Gal2023_DJIMini2_20230217_163227_66.934-118.jpg","Gal2023_DJIMini2_20230217_163227_66.934.png","cropped, ind2, multiple_whales","039","GAL2023_026",1
"120","Gal2023_DJIMini2_20230217_164752_154.154-120.jpg","Gal2023_DJIMini2_20230217_164752_154.154.png","cropped, ind1","041","GAL2023_028",1
"121","Gal2023_DJIMini2_20230217_164752_275.709-121.jpg","Gal2023_DJIMini2_20230217_164752_275.709.png","cropped, horizontal, ind1, top_stack","041","GAL2023_028",4
"122","Gal2023_DJIMini2_20230217_164752_437.837-122.jpg","Gal2023_DJIMini2_20230217_164752_437.837.png","cropped, ind1","041","GAL2023_028",4
"123","Gal2023_DJIMini2_20230218_084819_301.401-123.jpg","Gal2023_DJIMini2_20230218_084819_301.401.png","cropped, ind1, multiple_whales","132",NA,2
"124","Gal2023_DJIMini2_20230218_084819_315.482-124.jpg","Gal2023_DJIMini2_20230218_084819_315.482.png","cropped, ind1, multiple_whales, top_stack","132",NA,2
"125","Gal2023_DJIMini2_20230218_084819_323.456-125.jpg","Gal2023_DJIMini2_20230218_084819_323.456.png","cropped, ind1, multiple_whales","132",NA,2
"126","Gal2023_DJIMini2_20230218_150400_127.194-126.jpg","Gal2023_DJIMini2_20230218_150400_127.194.png","cropped, ind1, multiple_whales, top_stack","042",NA,1
